command started at 2026-03-09 04:25:13+00:00, finished at 2026-03-09 04:25:14+00:00 with exitcode=0
LAST SEEN   TYPE      REASON        OBJECT                                      MESSAGE
12m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
12m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
12m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
12m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
12m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
12m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
12m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
12m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
12m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
12m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
12m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
12m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
12m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
12m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
12m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
12m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
12m         Warning   FailedMount   pod/arc-general-runners-77675f8b-listener   MountVolume.SetUp failed for volume "listener-config" : failed to sync secret cache: timed out waiting for the condition
12m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
12m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
12m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
12m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
12m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
12m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
12m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
12m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
12m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
12m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
12m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
12m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
12m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
12m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
12m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
12m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
12m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
12m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
12m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
11m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
11m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
11m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
11m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
11m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
11m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
11m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
11m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
11m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
11m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
11m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
11m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
11m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
11m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
11m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
11m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
11m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
11m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
11m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
11m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
11m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
11m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
11m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
11m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
11m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
11m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
11m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
11m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
11m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
11m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
11m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
11m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
11m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
11m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
11m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
11m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
11m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000001
11m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
11m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
11m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
11m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
11m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
11m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
11m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
11m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
11m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
11m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
11m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
11m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
11m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
11m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
11m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
10m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
10m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
10m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
10m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
10m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
10m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
10m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
10m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
10m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
10m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
10m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
10m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
10m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
10m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
10m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
10m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
10m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
10m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
10m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
10m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
10m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
10m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
10m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
10m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
10m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
10m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
10m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
10m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
10m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
10m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
10m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
10m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
10m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000001
10m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
10m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
10m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
10m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
10m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
10m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
10m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
10m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
10m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
10m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
10m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
10m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
10m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
10m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
10m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
9m59s       Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
9m59s       Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
9m59s       Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
9m59s       Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
9m53s       Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
9m54s       Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
9m54s       Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
9m54s       Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
9m48s       Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
9m49s       Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
9m49s       Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
9m49s       Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
9m43s       Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
9m44s       Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
9m44s       Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
9m44s       Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
9m38s       Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
9m39s       Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
9m39s       Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
9m39s       Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
9m33s       Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
9m34s       Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
9m34s       Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
9m34s       Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
4m1s        Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
4m1s        Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
4m1s        Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
4m1s        Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
3m56s       Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
3m57s       Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
3m57s       Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
3m57s       Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
3m51s       Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
3m52s       Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
3m52s       Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
3m52s       Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
3m47s       Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000002
3m47s       Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
3m47s       Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
3m47s       Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
3m42s       Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000002
3m43s       Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
3m43s       Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
3m43s       Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
3m38s       Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000002
3m39s       Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
3m39s       Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
3m38s       Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
3m33s       Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000002
3m34s       Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
3m33s       Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
3m33s       Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
3m28s       Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000002
3m28s       Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
3m28s       Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
3m28s       Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
3m23s       Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000002
3m24s       Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
3m24s       Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
3m23s       Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
3m18s       Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000002
3m19s       Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
3m18s       Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
3m18s       Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
3m13s       Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000002
3m14s       Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
3m13s       Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
3m13s       Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
3m8s        Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
3m8s        Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
3m8s        Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
3m8s        Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
3m3s        Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000002
3m4s        Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
3m4s        Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
3m4s        Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
2m59s       Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000002
3m          Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
2m59s       Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
2m59s       Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
2m55s       Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000002
2m56s       Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
2m55s       Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
2m55s       Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
2m50s       Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000002
2m50s       Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
2m50s       Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
2m50s       Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
2m45s       Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000002
2m45s       Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
2m45s       Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
2m45s       Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
2m40s       Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000002
2m40s       Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
2m40s       Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
2m40s       Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
2m35s       Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000002
2m35s       Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
2m35s       Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
2m35s       Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
2m30s       Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000002
2m30s       Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
2m30s       Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
2m30s       Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
2m25s       Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000002
2m25s       Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
2m25s       Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
2m25s       Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
2m20s       Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000002
2m20s       Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
