command started at 2026-03-09 04:25:13+00:00, finished at 2026-03-09 04:25:14+00:00 with exitcode=0
LAST SEEN   TYPE      REASON        OBJECT                                      MESSAGE
44m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
44m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
44m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
44m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
44m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
44m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
44m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
44m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
44m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
44m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
44m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
44m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
44m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
44m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
44m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
44m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
44m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
44m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
44m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
44m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
44m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
44m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
43m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
43m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
43m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
43m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
43m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
43m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
43m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
43m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
43m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
43m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
43m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
43m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
43m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
43m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
43m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
43m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
43m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
43m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
43m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
43m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
43m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
43m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
43m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
43m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
43m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
43m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
43m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
43m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
43m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
43m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
43m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
43m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
43m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
43m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
43m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
43m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
43m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
43m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
43m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
43m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
43m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
43m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
43m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
43m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
43m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
43m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
43m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
43m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
42m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
42m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
42m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
42m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
42m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
42m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
42m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
42m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
42m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
42m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
42m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
42m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
42m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
42m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
42m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
42m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
42m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
42m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
42m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
42m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
42m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
42m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
42m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
42m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
42m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
42m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
42m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
42m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
42m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
42m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
42m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
42m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
42m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
42m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
42m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
42m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
42m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
42m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
42m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
42m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
42m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
42m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
42m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
42m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
42m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
42m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
42m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
42m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
42m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
42m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
42m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
42m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
41m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
41m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
41m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
41m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
41m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
41m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
41m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
41m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
41m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
41m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
41m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
41m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
41m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
41m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
41m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
41m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
41m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
41m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
41m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
41m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
41m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
41m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
41m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
41m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
41m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
41m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
41m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
41m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
41m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
41m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
41m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
41m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
41m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
41m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
41m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
41m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
41m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
41m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
41m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
41m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
41m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
41m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
41m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
41m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
41m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
41m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
41m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
41m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
41m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
41m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
41m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
41m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
40m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
40m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
40m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
40m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
40m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
40m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
40m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
40m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
40m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
40m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
40m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
40m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
40m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
40m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
40m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
40m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
40m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
40m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
40m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
40m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
40m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
40m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
40m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
40m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
40m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
40m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
40m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
40m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
40m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
40m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
40m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
40m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
40m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
40m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
40m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
40m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
40m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
40m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
40m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
40m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
40m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
40m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
40m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
40m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
40m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
40m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
40m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
40m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
39m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
39m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
39m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
39m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
39m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
39m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
39m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
39m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
39m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
39m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
39m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
39m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
39m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
39m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
39m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
39m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
39m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
39m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
39m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
39m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
39m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
39m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
39m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
39m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
39m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
39m         Normal    Pulled        pod/arc-general-runners-77675f8b-listener   Container image "ghcr.io/actions/gha-runner-scale-set-controller:0.13.1" already present on machine
39m         Normal    Created       pod/arc-general-runners-77675f8b-listener   Created container: listener
39m         Normal    Started       pod/arc-general-runners-77675f8b-listener   Started container listener
39m         Normal    Scheduled     pod/arc-general-runners-77675f8b-listener   Successfully assigned arc-system/arc-general-runners-77675f8b-listener to aks-general-34717483-vmss000000
